관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,관리기관전화번호,위도,경도
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서2동 344-47,생활방범,1,130,360도전방면,031-228-3301,37.286644,126.998745
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서2동 339-2,생활방범,1,200,360도전방면,031-228-3301,37.287472,126.999368
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 화서2동 345-4,생활방범,1,200,360도전방면,031-228-3301,37.288188,126.999025
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류1동 256-3,생활방범,1,130,360도전방면,031-228-3301,37.25853,127.007024
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 구운동 538,생활방범,1,130,360도전방면,031-228-3301,37.27579,126.970418
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 구운동 503-3,생활방범,1,130,360도전방면,031-228-3301,37.277965,126.976905
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 서둔동 45-37 추적,생활방범,4,200,360도전방면,031-228-3301,37.266826,126.991584
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 연무동 245-49 추적,생활방범,5,200,360도전방면,031-228-3301,37.293075,127.030956
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 구운동 543 삼환@성원@주변 추적,생활방범,5,200,360도전방면,031-228-3301,37.284118,126.976869
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 817-92 추적,생활방범,5,200,360도전방면,031-228-3301,37.262063,127.018665
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 곡반정동 577-1 라인부동산,생활방범,4,200,360도전방면,031-228-3301,37.236659,127.028763
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 곡반정동 595-12 운소 이벤트,생활방범,4,200,360도전방면,031-228-3301,37.233654,127.026487
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 곡반정동 607-8 기동순찰대앞,생활방범,4,200,360도전방면,031-228-3301,37.231823,127.023491
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선1동 1013-24 아우디,생활방범,4,200,360도전방면,031-228-3301,37.25956,127.029698
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선1동 1172-6 효정초등학교,생활방범,4,200,360도전방면,031-228-3301,37.255179,127.035582
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선1동 949-20 문현테크,생활방범,4,200,360도전방면,031-228-3301,37.263667,127.021252
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선2동 1059-3 스타화성로직스,생활방범,4,200,360도전방면,031-228-3301,37.254364,127.021641
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선2동 1197-1 수원동부교회,생활방범,4,200,360도전방면,031-228-3301,37.250674,127.024464
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선2동 1252-1 영재닭발꼼장어,생활방범,5,200,360도전방면,031-228-3301,37.252864,127.030073
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류2동 1018-64 두란노교회,생활방범,5,200,360도전방면,031-228-3301,37.254937,127.013698
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류2동 1152 세류레지던스원룸,생활방범,5,200,360도전방면,031-228-3301,37.247181,127.016165
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류2동 440-7 경기시공애드컴,생활방범,5,200,360도전방면,031-228-3301,37.254917,127.008026
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 망포동 417-21 무림특공무술,생활방범,5,200,360도전방면,031-228-3301,37.241276,127.06088
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄1동 140-21 백조세탁빨래방,생활방범,4,200,360도전방면,031-228-3301,37.272563,127.043595
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄1동 172-71 복된교회,생활방범,4,200,360도전방면,031-228-3301,37.272543,127.041656
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄1동 173-89 새중앙침례교회,생활방범,5,200,360도전방면,031-228-3301,37.272436,127.038956
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄2동 111-107 소원비디오책세탁,생활방범,4,200,360도전방면,031-228-3301,37.271676,127.050363
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄2동 111-147 다농할인마트,생활방범,5,200,360도전방면,031-228-3301,37.270631,127.051392
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄2동 111-34 마산아구탕,생활방범,4,200,360도전방면,031-228-3301,37.272569,127.051528
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄3동 1167-17 농민유통,생활방범,4,200,360도전방면,031-228-3301,37.256728,127.039714
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄3동 1176-10 구석기돌판구이,생활방범,4,200,360도전방면,031-228-3301,37.254707,127.038532
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄3동 1184 효원초등학교후문,생활방범,3,200,360도전방면,031-228-3301,37.258407,127.039069
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄3동 1237-1 설화빌리지,생활방범,4,200,360도전방면,031-228-3301,37.263464,127.044939
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄3동 399-12 은하슈퍼앞,생활방범,4,200,360도전방면,031-228-3301,37.259067,127.0586
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 207-16 수진당한약방,생활방범,5,200,360도전방면,031-228-3301,37.267649,127.046628
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 861 천락돈,생활방범,5,200,360도전방면,031-228-3301,37.263874,127.048863
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 신동 339-6 금빛부동산,생활방범,4,200,360도전방면,031-228-3301,37.249234,127.05672
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통1동 1027-1 플러스마트,생활방범,5,200,360도전방면,031-228-3301,37.251124,127.079908
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통1동 1054-3 신한은행,생활방범,3,200,360도전방면,031-228-3301,37.267411,127.083616
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통1동 2-1 자동차검사소,생활방범,4,200,360도전방면,031-228-3301,37.265877,127.074054
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통2동 1064 아이A원602동뒤,생활방범,4,200,360도전방면,031-228-3301,37.250694,127.068006
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 51-50 (화산마트앞),생활방범,1,200,360도전방면,031-228-3301,37.293759,127.005272
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 533-18,생활방범,1,200,360도전방면,031-228-3301,37.306487,126.989421
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 우만동 476 (대도회수산 앞),생활방범,1,200,360도전방면,031-228-3301,37.288901,127.028333
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 장안동 53-4,생활방범,1,200,360도전방면,031-228-3301,37.286727,127.013637
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 228-1,생활방범,1,200,360도전방면,031-228-3301,37.284964,127.025497
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 292-26,생활방범,1,200,360도전방면,031-228-3301,37.279693,127.021078
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자동 6-1 예랑어린이집,생활방범,5,200,360도전방면,031-228-3301,37.294077,127.009302
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 당수동 454,생활방범,1,200,360도전방면,031-228-3301,37.283,126.937196
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 구운동 464(복지회관 앞),생활방범,1,200,360도전방면,031-228-3301,37.279298,126.976627
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 구운동 464(복지회관 앞) 고정형,생활방범,1,300,90도 정면,031-228-3301,37.279298,126.976627
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 서둔동 27-67(벌터 공원입구),생활방범,1,200,360도전방면,031-228-3301,37.26385,126.991065
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 서둔동 27-67(벌터 공원입구) 고정형,생활방범,1,300,90도 정면,031-228-3301,37.26385,126.991065
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류1동 248-1(주택가 밀집지역),생활방범,1,200,360도전방면,031-228-3301,37.262811,127.004625
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류3동 817-14(다세대 빌라지역),생활방범,1,200,360도전방면,031-228-3301,37.262902,127.019541
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 오목천동 314-27(오현문구 앞),생활방범,1,200,360도전방면,031-228-3301,37.245894,126.966252
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 호매실동 405-3(부광공인중개사 앞),생활방범,1,200,360도전방면,031-228-3301,37.266724,126.954495
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 교동 187(놀이터),생활방범,2,200,360도전방면,031-228-3301,37.26955,127.01217
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 매산로 2가 83-18(원룸밀집지역),생활방범,1,200,360도전방면,031-228-3301,37.266504,127.004845
경기도 수원시 교통정책과,,경기도 수원시 팔달구 우만동 300-3 우만초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.291832,127.033402
경기도 수원시 교통정책과,,경기도 수원시 팔달구 우만동 300-3 우만초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.291004,127.029892
경기도 수원시 교통정책과,,경기도 수원시 팔달구 지동 119-1 지동초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.277277,127.023628
경기도 수원시 교통정책과,,경기도 수원시 팔달구 지동 119-1 지동초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.275831,127.023702
경기도 수원시 교통정책과,,경기도 수원시 장안구 천천동 335 정천초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.291856,126.982929
경기도 수원시 교통정책과,,경기도 수원시 장안구 천천동 335 정천초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.290697,126.983966
경기도 수원시 교통정책과,,경기도 수원시 권선구 오목천동 422-1? 오목초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.240157,126.966732
경기도 수원시 교통정책과,,경기도 수원시 권선구 오목천동 422-1? 오목초등학교2,어린이보호,3,200,360도전방면,031-228-3693,37.24,126.965553
경기도 수원시 교통정책과,,경기도 수원시 권선구 입북동 236-2? 입북초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.294843,126.959494
경기도 수원시 교통정책과,,경기도 수원시 권선구 입북동 236-2? 입북초등학교2,어린이보호,3,200,360도전방면,031-228-3693,37.294946,126.960494
경기도 수원시 교통정책과,,경기도 수원시 권선구 권선동 1322 곡반초등학교,어린이보호,1,200,360도전방면,031-228-3693,37.24712,127.036535
경기도 수원시 교통정책과,,경기도 수원시 영통구 망포동 371 태장초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.241176,127.055238
경기도 수원시 교통정책과,,경기도 수원시 영통구 망포동 371 태장초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.240236,127.054088
경기도 수원시 교통정책과,,경기도 수원시 영통구 매탄3동 1155 효원초등학교,어린이보호,1,200,360도전방면,031-228-3693,37.258661,127.040282
경기도 수원시 교통정책과,,경기도 수원시 영통구 매탄3동 1248 효동초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.261526,127.045143
경기도 수원시 교통정책과,,경기도 수원시 영통구 매탄3동 1248 효동초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.261334,127.04611
경기도 수원시 교통정책과,,경기도 수원시 영통구 매탄3동 946 매탄초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.262156,127.043791
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 고색동 890-174,생활방범,1,200,360도전방면,031-228-3301,37.252131,126.983014
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 고등동 85-3,생활방범,1,200,360도전방면,031-228-3301,37.27016,127.005247
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 고등동 57-21,생활방범,1,200,360도전방면,031-228-3301,37.272862,127.005025
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 호매실동 464-1,생활방범,1,130,360도전방면,031-228-3301,37.2667,126.951746
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류3동 479-13,생활방범,1,200,360도전방면,031-228-3301,37.259812,127.011626
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 97-146,생활방범,1,200,360도전방면,031-228-3301,37.263709,127.011564
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 1035-84 추적,생활방범,4,200,360도전방면,031-228-3301,37.26412,127.01246
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 97-11,생활방범,1,130,360도전방면,031-228-3301,37.26534,127.012347
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 521-11,생활방범,1,130,360도전방면,031-228-3301,37.258909,127.013972
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 입북동 222-17 추적,생활방범,3,200,360도전방면,031-228-3301,37.295173,126.963332
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄4동 205-32 산샘어린이공원,시설물관리,1,200,360도전방면,031-228-3301,37.267178,127.048343
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 514 (영풍@정문),생활방범,1,200,360도전방면,031-228-3301,37.299445,126.977754
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 천천동 500공,생활방범,1,200,360도전방면,031-228-3301,37.292428,126.991999
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자2동 883-4,생활방범,1,200,360도전방면,031-228-3301,37.297998,126.983724
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 124-20 추적,생활방범,3,200,360도전방면,031-228-3301,37.278275,127.025097
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 115-8 추적,생활방범,3,200,360도전방면,031-228-3301,37.277327,127.025865
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 297-21 추적,생활방범,4,200,360도전방면,031-228-3301,37.281561,127.022062
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 231-3 추적,생활방범,4,200,360도전방면,031-228-3301,37.284453,127.026047
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 350-20 추적,생활방범,4,200,360도전방면,031-228-3301,37.277219,127.021648
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 178-6 추적,생활방범,4,200,360도전방면,031-228-3301,37.279797,127.026993
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 146-5 추적,생활방범,4,200,360도전방면,031-228-3301,37.282397,127.024893
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 364-9 추적,생활방범,4,200,360도전방면,031-228-3301,37.276663,127.022822
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 474-25 추적,생활방범,4,200,360도전방면,031-228-3301,37.282296,127.026806
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 363-6 추적,생활방범,4,200,360도전방면,031-228-3301,37.277472,127.022916
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 지동 113-12 추적,생활방범,1,200,360도전방면,031-228-3301,37.278208,127.026822
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 189-1 세류주차장앞,생활방범,1,200,360도전방면,031-228-3301,37.261939,127.0042
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 267-1,생활방범,1,200,360도전방면,031-228-3301,37.263611,127.0049
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 247-5 시골식당앞,생활방범,1,200,360도전방면,031-228-3301,37.262661,127.00558
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 179,생활방범,1,200,360도전방면,031-228-3301,37.263512,127.002918
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 181-3 중국식품앞,생활방범,1,200,360도전방면,031-228-3301,37.26292,127.003058
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 195-4 아하유치원앞,생활방범,1,200,360도전방면,031-228-3301,37.261634,127.003794
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 180-5,생활방범,1,200,360도전방면,031-228-3301,37.263525,127.003457
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 252-22 공신경로당앞,생활방범,1,200,360도전방면,031-228-3301,37.26195,127.004933
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 율전동 104-6 알뜰정육점 앞,생활방범,1,200,360도전방면,031-228-3301,37.302973,126.971579
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 율전동 170-49 장미(아)사이 골목 입구,생활방범,1,200,360도전방면,031-228-3301,37.303926,126.96772
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 율전동 89-6 수원성교회 앞(주차장),생활방범,1,200,360도전방면,031-228-3301,37.301314,126.97199
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통2동 965-4 영덕고등학교,생활방범,4,200,360도전방면,031-228-3301,37.252296,127.069377
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 원천동 223 LH아파트218동앞,생활방범,4,200,360도전방면,031-228-3301,37.268115,127.062826
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 원천동 369-2 금보성,생활방범,5,200,360도전방면,031-228-3301,37.260345,127.062886
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 원천동 71-14 천냥DC마트,생활방범,4,200,360도전방면,031-228-3301,37.275312,127.045691
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 원천동 78-39 법무사동원사무소,생활방범,5,200,360도전방면,031-228-3301,37.274198,127.048125
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 원천동 83-8 법무사조정곤사무소,생활방범,3,200,360도전방면,031-228-3301,37.274751,127.050031
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 754-1 머리염색체험방㈜예스,생활방범,4,200,360도전방면,031-228-3301,37.274319,127.021492
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 813-49 17-1앞,생활방범,4,200,360도전방면,031-228-3301,37.273609,127.022692
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 970-9 참맛나리아,생활방범,4,200,360도전방면,031-228-3301,37.270793,127.025221
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 148-1 은성그린빌,생활방범,5,200,360도전방면,031-228-3301,37.306946,127.001989
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 392-8 핸디컴퓨터,생활방범,4,200,360도전방면,031-228-3301,37.296976,127.003007
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 송죽동 506-7 한일슈퍼,생활방범,5,200,360도전방면,031-228-3301,37.300663,127.007825
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 연무동 219-7 화홍농산물직판장,생활방범,5,200,360도전방면,031-228-3301,37.295371,127.028595
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 연무동 244-6 광교생고기,생활방범,4,200,360도전방면,031-228-3301,37.293183,127.03269
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 연무동 61-133 장미슈퍼,생활방범,5,200,360도전방면,031-228-3301,37.297057,127.031969
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 168-9 행운포차,생활방범,5,200,360도전방면,031-228-3301,37.291062,127.015876
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 37-12 전주식당,생활방범,5,200,360도전방면,031-228-3301,37.291055,127.019735
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 400-25 우진이발,생활방범,5,200,360도전방면,031-228-3301,37.288995,127.002193
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 440-14 행운건축,생활방범,4,200,360도전방면,031-228-3301,37.287285,127.00856
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 율전동 318-6 밤나무동산,생활방범,4,200,360도전방면,031-228-3301,37.300388,126.966816
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 율전동 377-7 수원성산교회,생활방범,5,200,360도전방면,031-228-3301,37.295834,126.966347
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 율전동 388-1 사임당어린이집,생활방범,5,200,360도전방면,031-228-3301,37.297542,126.9673
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 이목동 145-13 수원서광학교입구,생활방범,5,200,360도전방면,031-228-3301,37.319444,126.974512
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자1동 325-19 굿모닝마트,생활방범,5,200,360도전방면,031-228-3301,37.299441,126.991854
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자1동 519-2 대양철거,생활방범,4,200,360도전방면,031-228-3301,37.304047,126.989155
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자1동 840-89 그림뜰어린이집,생활방범,5,200,360도전방면,031-228-3301,37.303053,126.992681
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자2동 51-32 한마음슈퍼,생활방범,5,200,360도전방면,031-228-3301,37.295004,127.005763
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자2동 79-5 숲속마을어린이집,생활방범,5,200,360도전방면,031-228-3301,37.291297,127.003483
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자2동 81-1 편의점사랑마트,생활방범,5,200,360도전방면,031-228-3301,37.29304,127.007215
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자3동 874-1 씨티부동산,생활방범,4,200,360도전방면,031-228-3301,37.296984,126.995408
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 정자3동 913 대월주공 정문,생활방범,4,200,360도전방면,031-228-3301,37.300133,126.986667
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 461-1 해피할인마트,생활방범,5,200,360도전방면,031-228-3301,37.299823,127.019303
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 53-2 세븐일레븐,생활방범,5,200,360도전방면,031-228-3301,37.306354,127.013897
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 733-11 행복한부동산,생활방범,5,200,360도전방면,031-228-3301,37.300903,127.015756
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 조원동 519-109 한국종합설비,생활방범,5,200,360도전방면,031-228-3301,37.298131,127.017535
경기도 수원시 교통정책과,,경기도 수원시 영통구 매탄3동 946 매탄초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.264403,127.043575
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통동 1049-2 신성초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.254626,127.080418
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통동 1049-2 신성초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.252949,127.079978
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통동 29-3 수원외국인학교1,어린이보호,1,200,360도전방면,031-228-3693,37.260407,127.075674
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통동 29-3 수원외국인학교2,어린이보호,1,200,360도전방면,031-228-3693,37.259842,127.073931
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통동 957-2 영덕초등학교,어린이보호,1,200,360도전방면,031-228-3693,37.259241,127.073287
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통2동 271 영통초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.254321,127.062784
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통2동 271 영통초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.25483,127.063654
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통동 972-3 신영초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.250045,127.058661
경기도 수원시 교통정책과,,경기도 수원시 영통구 영통동 972-3 신영초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.248444,127.061237
경기도 수원시 교통정책과,,경기도 수원시 영통구 원천동 549-1 원일초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.267765,127.061403
경기도 수원시 교통정책과,,경기도 수원시 영통구 원천동 549-1 원일초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.266529,127.057223
경기도 수원시 교통정책과,,경기도 수원시 장안구 송죽동 98 송정초등학교,어린이보호,1,200,360도전방면,031-228-3693,37.296215,127.001817
경기도 수원시 교통정책과,,경기도 수원시 장안구 정자2동 884-7 명인초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.293071,126.994815
경기도 수원시 교통정책과,,경기도 수원시 장안구 정자2동 884-7 명인초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.294408,126.997156
경기도 수원시 교통정책과,,경기도 수원시 장안구 정자3동 923 효천초등학교1,어린이보호,1,200,360도전방면,031-228-3693,37.293362,126.985922
경기도 수원시 교통정책과,,경기도 수원시 장안구 정자3동 923 효천초등학교2,어린이보호,1,200,360도전방면,031-228-3693,37.294027,126.986969
경기도 수원시 교통정책과,,경기도 수원시 장안구 조원동 59 한일초등학교,어린이보호,1,200,360도전방면,031-228-3693,37.30686,127.00731
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선1동 1000-7 경수주차장 앞(역전방향),차량방범,2,140,90도 정면,031-228-3301,37.257186,127.018293
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선1동 987-1 세븐노래연습장 앞(오산방향),차량방범,1,140,90도 정면,031-228-3301,37.258757,127.021626
경기도 수원시 도시안전통합센터,,경기도 수원시 장안구 영화동 435-6 현대부품대리점 앞,차량방범,2,200,90도 정면,031-228-3301,37.287908,127.011623
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 호매실동 4-2 금곡교(호매실에서 이마트),차량방범,2,140,90도 정면,031-228-3301,37.272681,126.961183
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 호매실동 4-2 금곡교(이마트에서 호매실),차량방범,2,140,90도 정면,031-228-3301,37.272625,126.961176
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 953-12 24시간편의점앞,생활방범,1,200,360도전방면,031-228-3301,37.27621,127.029437
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 권선3지구 어린이공원,생활방범,1,200,360도전방면,031-228-3301,37.252344,127.03992
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통동 195-25 반야사(절)입구,생활방범,1,200,360도전방면,031-228-3301,37.256985,127.080079
경기도 수원시 도시안전통합센터,,경기도 수원시 팔달구 인계동 359-7 인계동성당앞,생활방범,1,200,360도전방면,031-228-3301,37.270976,127.034591
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄동 196-125 주택삼거리,생활방범,1,200,360도전방면,031-228-3301,37.270771,127.048509
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 원천동 257-15 본가해물아구찜 앞,생활방범,1,200,360도전방면,031-228-3301,37.266592,127.063734
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 1167-13 권선동사무소 뒤 고정형,생활방범,1,300,90도 정면,031-228-3301,37.256497,127.034609
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 권선동 1167-13 권선동사무소 후문(고정형),생활방범,1,200,360도전방면,031-228-3301,37.256497,127.034609
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 영통동 984-12 풍림3차(아)앞 원룸촌,생활방범,1,200,360도전방면,031-228-3301,37.245742,127.067104
경기도 수원시 도시안전통합센터,,경기도 수원시 영통구 매탄동 1257-6 베스트공인중개사 앞,생활방범,1,200,360도전방면,031-228-3301,37.261259,127.048403
경기도 수원시 도시안전통합센터,,경기도 수원시 권선구 세류동 1106 노인정 부근,생활방범,1,200,360도전방면,031-228-3301,37.252599,127.017155
